year,county,hospital,oshpdid,procedure_condition,risk_adjusted_mortality_rate,number_of_deaths,number_of_cases,longitude,latitude,hospital_ratings
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,PCI,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Hip Fracture,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Heart Failure,0,0,22,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,GI Hemorrhage,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Espophageal Resection,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Craniotomy,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Carotid Endarterectomy,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Acute Stroke Subarachnoid,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Acute Stroke Ischemic,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Acute Stroke Hemorrhagic,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,Acute Stroke,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,AMI,,,,-120.126198,34.602458,As Expected
2012,Santa Barbara,Santa Ynez Valley Cottage Hospital,106420522,AAA Repair,,,,-120.126198,34.602458,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Espophageal Resection,,,,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,PCI,3,12,210,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Pneumonia,,,,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,AAA Repair,,,,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Pancreatic Resection,0,0,3,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Pancreatic Other,,,,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Pancreatic Cancer,,,,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Hip Fracture,1.4,1,83,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Heart Failure,2.2,13,495,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,GI Hemorrhage,1.7,6,273,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Craniotomy,10.5,12,70,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Carotid Endarterectomy,0,0,3,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Acute Stroke Subarachnoid,26.8,6,13,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Acute Stroke Ischemic,3.4,10,213,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Acute Stroke Hemorrhagic,26.1,23,80,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,Acute Stroke,9.3,39,306,-121.84837,37.36332,As Expected
2012,Santa Clara,Regional Medical of San Jose,106430705,AMI,5.7,17,245,-121.84837,37.36332,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Pneumonia,4.7,15,283,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Pancreatic Resection,0,0,8,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Pancreatic Other,0,0,6,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Pancreatic Cancer,,,,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,PCI,1.6,4,167,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Hip Fracture,2.1,4,201,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Heart Failure,4.9,21,355,-122.07801,37.36779,Worse
2012,Santa Clara,El Camino Hospital,106430763,GI Hemorrhage,4.2,10,274,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Espophageal Resection,,,,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Craniotomy,2.1,1,47,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Carotid Endarterectomy,0,0,29,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Acute Stroke Subarachnoid,29.4,2,3,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Acute Stroke Ischemic,5.5,12,211,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Acute Stroke Hemorrhagic,20.8,17,70,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,Acute Stroke,9.2,31,284,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,AMI,6.5,14,217,-122.07801,37.36779,As Expected
2012,Santa Clara,El Camino Hospital,106430763,AAA Repair,0,0,41,-122.07801,37.36779,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Pneumonia,,,,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Pancreatic Resection,0,0,4,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Pancreatic Other,,,,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Pancreatic Cancer,,,,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,PCI,4.6,10,236,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Hip Fracture,4,5,,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Heart Failure,3,10,333,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,GI Hemorrhage,2.1,6,293,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Espophageal Resection,,,,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Craniotomy,10.2,9,102,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Carotid Endarterectomy,11.7,1,20,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Acute Stroke Subarachnoid,16,4,34,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Acute Stroke Ischemic,8.6,21,262,-121.9449,37.25116,Worse
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Acute Stroke Hemorrhagic,32.5,17,63,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,Acute Stroke,13.3,42,359,-121.9449,37.25116,Worse
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,AMI,9,13,193,-121.9449,37.25116,As Expected
2012,Santa Clara,Good Samaritan Hospital – San Jose,106430779,AAA Repair,0,0,4,-121.9449,37.25116,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,GI Hemorrhage,1.9,4,175,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Pancreatic Cancer,0,0,7,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Pneumonia,4.3,,,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Pancreatic Resection,0,0,9,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Pancreatic Other,,,,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,PCI,3.1,8,196,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Hip Fracture,3.8,4,113,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Heart Failure,4,16,309,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Espophageal Resection,,,,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Craniotomy,3.1,1,31,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Carotid Endarterectomy,0,0,15,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Acute Stroke Subarachnoid,,,,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Acute Stroke Ischemic,5.4,7,137,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Acute Stroke Hemorrhagic,18.4,5,25,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,Acute Stroke,8.9,13,163,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,AMI,6.9,13,204,-121.93727,37.32714,As Expected
2012,Santa Clara,O’Connor Hospital – San Jose,106430837,AAA Repair,0,0,20,-121.93727,37.32714,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Carotid Endarterectomy,0,0,9,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Pneumonia,,,,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Pancreatic Resection,,,,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Pancreatic Cancer,,,,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,PCI,2.8,4,149,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Hip Fracture,0,0,45,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,GI Hemorrhage,1.4,3,264,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Espophageal Resection,,,,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Craniotomy,11.6,9,91,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Acute Stroke Subarachnoid,11.8,1,9,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Acute Stroke Ischemic,3.7,6,252,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Acute Stroke Hemorrhagic,28.8,17,70,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Acute Stroke,9.6,24,331,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,AMI,5.6,9,234,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,AAA Repair,0,0,4,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Heart Failure,1.3,3,463,-121.93202,37.31346,As Expected
2012,Santa Clara,Santa Clara Valley Medical Center,106430883,Pancreatic Other,,,,-121.93202,37.31346,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Pneumonia,6.6,23,393,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Pancreatic Resection,0.7,1,129,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Pancreatic Other,1.4,1,62,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,PCI,0.7,2,298,-122.17827,37.43342,Better
2012,Santa Clara,Stanford Hospital,106430905,Hip Fracture,2.7,5,134,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Heart Failure,4.1,23,467,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Espophageal Resection,0,0,15,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Craniotomy,5.8,30,827,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Carotid Endarterectomy,0,0,58,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Acute Stroke Ischemic,5,21,328,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Acute Stroke Hemorrhagic,22.3,21,101,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Acute Stroke,10,62,528,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,AMI,5.1,11,220,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,AAA Repair,0,0,63,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,GI Hemorrhage,1.9,6,326,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Pancreatic Cancer,0,0,67,-122.17827,37.43342,As Expected
2012,Santa Clara,Stanford Hospital,106430905,Acute Stroke Subarachnoid,26.7,20,99,-122.17827,37.43342,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Pneumonia,3.4,,,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Pancreatic Resection,0,0,16,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Pancreatic Other,0,0,7,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Pancreatic Cancer,0,0,9,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,PCI,4.2,5,68,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Hip Fracture,3,3,88,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Heart Failure,2.3,7,285,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,GI Hemorrhage,1,2,217,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Espophageal Resection,,,,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Craniotomy,,,,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Carotid Endarterectomy,0,0,37,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Acute Stroke Subarachnoid,21.2,3,8,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Acute Stroke Ischemic,3.5,8,220,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Acute Stroke Hemorrhagic,12.6,6,45,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Acute Stroke,6.2,17,273,-121.80269,37.23924,Better
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,AMI,8.3,19,165,-121.80269,37.23924,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,AAA Repair,0,0,3,-121.80269,37.23924,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Pneumonia,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Pancreatic Resection,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Pancreatic Other,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Pancreatic Cancer,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,PCI,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Hip Fracture,0,0,27,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Heart Failure,4,7,126,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,GI Hemorrhage,2.9,1,43,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Espophageal Resection,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Craniotomy,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Carotid Endarterectomy,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Acute Stroke Subarachnoid,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Acute Stroke Ischemic,4,2,46,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Acute Stroke Hemorrhagic,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,Acute Stroke,5.6,2,48,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,AMI,5.8,4,31,-121.57411,37.03731,As Expected
2012,Santa Clara,Saint Louise Regional Hospital,106434138,AAA Repair,,,,-121.57411,37.03731,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Pneumonia,,,,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Pancreatic Resection,0,0,3,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Pancreatic Other,,,,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Pancreatic Cancer,,,,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,PCI,1.9,21,1461,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Hip Fracture,3.7,,,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Heart Failure,4.2,31,689,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,GI Hemorrhage,2.3,8,313,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Espophageal Resection,0,0,6,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Craniotomy,,,,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Carotid Endarterectomy,0,0,31,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Acute Stroke Subarachnoid,19.7,2,6,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Acute Stroke Ischemic,4.8,9,235,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Acute Stroke Hemorrhagic,21.2,10,40,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,Acute Stroke,8.7,21,281,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,AMI,5.7,32,913,-121.995774,37.334597,As Expected
2012,Santa Clara,Kaiser Foundation Hospital – Santa Clara,106434153,AAA Repair,6.1,2,19,-121.995774,37.334597,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Pneumonia,,,,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Pancreatic Resection,,,,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Pancreatic Other,,,,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Pancreatic Cancer,,,,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,PCI,3.2,9,302,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Hip Fracture,3.9,,,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Heart Failure,3.5,9,299,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,GI Hemorrhage,1.9,4,227,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Espophageal Resection,,,,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Craniotomy,4.5,4,84,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Carotid Endarterectomy,0,0,21,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Acute Stroke Subarachnoid,26.7,3,13,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Acute Stroke Ischemic,9.4,12,170,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Acute Stroke Hemorrhagic,20.3,5,35,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,Acute Stroke,13,20,218,-121.98489,36.98806,As Expected
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,AMI,11.8,20,207,-121.98489,36.98806,Worse
2012,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,106440755,AAA Repair,43.5,1,4,-121.98489,36.98806,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Pneumonia,,,,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Pancreatic Resection,,,,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Pancreatic Other,,,,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Pancreatic Cancer,,,,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,PCI,,,,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Hip Fracture,0,0,34,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Heart Failure,3.7,4,119,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,GI Hemorrhage,7.4,4,78,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Espophageal Resection,,,,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Craniotomy,,,,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Carotid Endarterectomy,0,0,3,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Acute Stroke Subarachnoid,,,,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Acute Stroke Ischemic,6.9,3,62,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Acute Stroke Hemorrhagic,26.7,3,10,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,Acute Stroke,10.1,6,74,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,AMI,7.7,2,15,-121.79173,36.92839,As Expected
2012,Santa Cruz,Watsonville Community Hospital,106444013,AAA Repair,,,,-121.79173,36.92839,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Pneumonia,13.7,2,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Pancreatic Resection,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Pancreatic Other,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Pancreatic Cancer,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,PCI,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Hip Fracture,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Heart Failure,32.2,5,22,-121.42442,41.02423,Worse
2012,Shasta,Mayers Memorial Hospital,106450936,GI Hemorrhage,0,0,3,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Espophageal Resection,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Craniotomy,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Carotid Endarterectomy,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Acute Stroke Subarachnoid,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Acute Stroke Ischemic,0,0,4,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Acute Stroke Hemorrhagic,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,Acute Stroke,0,0,4,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,AMI,,,,-121.42442,41.02423,As Expected
2012,Shasta,Mayers Memorial Hospital,106450936,AAA Repair,,,,-121.42442,41.02423,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Pancreatic Resection,,,,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Pancreatic Other,,,,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Pancreatic Cancer,,,,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,PCI,0.6,1,166,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Hip Fracture,3.1,5,73,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Heart Failure,2.9,8,239,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,GI Hemorrhage,2.1,6,219,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Craniotomy,,,,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Carotid Endarterectomy,0,0,61,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Acute Stroke Subarachnoid,,,,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Acute Stroke Ischemic,6.8,10,133,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Acute Stroke Hemorrhagic,,,,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Acute Stroke,14.1,13,137,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,AMI,5.6,10,181,-122.386295,40.585542,As Expected
2012,Shasta,Shasta Regional Medical Center,106450940,Espophageal Resection,,,,-122.386295,40.585542,As Expected
